ID;time_start;time_end;Adres e-mail;time;Jêzyk;oswiadczenie;v1a;v1b;v1c;v2a;v2b;v2c;v3a;v3b;v3c;v4a;v4b;v4c;v5a;v5b;v5c;v6a;v6b;v6c;v7a;v7b;v7c;v8a;v8b;v8c;v9a;v9b;v9c;v10a;v10b;v10c;v11a;v11b;v11c;v12a;v12b;v12c;v13a;v13b;v13c;v14a;v14b;v14c;v15a;v15b;v15c;v16a;v16b;v16c;v17a;v17b;v17c;v18a;v18b;v18c;v19a;v19b;v19c;v20a;v20b;v20c;v21a;v21b;v21c;v22a;v22b;v22c;v23a;v23b;v23c;v24a;v24b;v24c;v25a;v25b;v25c;school;discipline;year;midterm;master;gender;age
11;10.24.22 9:53:14;10.24.22 9:57:54;anonymous;04:40;Polski;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania.;Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. ;";raczej tak;raczej tak;raczej tak;tak;tak;tak;raczej tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;nie mam zdania;raczej tak;tak;raczej tak;raczej tak;raczej tak;raczej tak;raczej tak;raczej tak;raczej nie;zdecydo-wanie nie;zdecydo-wanie nie;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej nie;raczej tak;nie mam zdania;raczej nie;raczej nie;nie mam zdania;raczej tak;raczej tak;raczej tak;tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;raczej tak;raczej tak;tak;tak;tak;tak;raczej nie;raczej tak;tak;tak;tak;raczej tak;raczej tak;tak;raczej tak;raczej tak;tak;tak;raczej tak;nie mam zdania;Uniwersytet Miko³aja Kopernika w Toruniu;nauki biologiczne;3;Tak;biotechnologia;kobieta;26
12;10.24.22 9:57:25;10.24.22 10:02:45;anonymous;05:20;Polski;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;";zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;raczej tak;zdecydo-wanie tak;tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;raczej tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;raczej tak;nie mam zdania;Uniwersytet Warmiñsko-Mazurski w Olsztynie;in¿ynieria œrodowiska, górnictwo i energetyka;4;Tak;mikrobiologia;mê¿czyzna;30
13;10.24.22 9:46:04;10.24.22 10:07:07;anonymous;21:03;Polski;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania.;Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. ;";tak;tak;tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;nie;nie;nie;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;raczej tak;raczej tak;zdecydo-wanie tak;tak;tak;raczej tak;tak;zdecydo-wanie tak;raczej tak;raczej tak;zdecydo-wanie tak;tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;raczej tak;raczej tak;zdecydo-wanie tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej nie;raczej nie;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;Uniwersytet Miko³aja Kopernika w Toruniu;nauki biologiczne;4;Tak;Biotechnologia;kobieta;27
14;10.24.22 9:45:35;10.24.22 10:08:38;anonymous;23:03;Polski;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania.;Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. ;";raczej tak;raczej tak;tak;raczej tak;raczej tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;raczej tak;raczej tak;tak;tak;tak;tak;nie mam zdania;nie mam zdania;raczej tak;nie mam zdania;nie mam zdania;nie mam zdania;raczej tak;raczej tak;raczej tak;raczej tak;raczej tak;raczej tak;tak;tak;tak;raczej tak;raczej tak;raczej tak;raczej tak;nie mam zdania;raczej tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;tak;tak;tak;tak;tak;tak;zdecydo-wanie tak;raczej tak;raczej tak;raczej tak;tak;tak;tak;raczej tak;raczej tak;nie mam zdania;raczej tak;raczej tak;raczej tak;tak;raczej tak;raczej tak;raczej tak;raczej tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;Uniwersytet Warmiñsko-Mazurski w Olsztynie;technologia ¿ywnoœci i ¿ywienia;3;Tak;Technologia ¿ywnoœci i ¿ywienie cz³owieka;kobieta;27
15;10.24.22 10:10:32;10.24.22 10:20:21;anonymous;09:49;Polski;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;";zdecydo-wanie tak;tak;raczej tak;raczej tak;raczej tak;raczej nie;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;raczej tak;tak;raczej tak;tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;raczej tak;raczej tak;raczej tak;tak;zdecydo-wanie tak;raczej tak;raczej tak;Uniwersytet Miko³aja Kopernika w Toruniu;geografia spo³eczno-ekonomiczna i gospodarka przestrzenna;3;Tak;Prawo;kobieta;28
16;10.24.22 10:19:41;10.24.22 10:25:25;anonymous;05:44;English (United Kingdom)?;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania.;Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. ;";raczej tak;raczej tak;tak;tak;raczej tak;tak;raczej tak;tak;tak;zdecydo-wanie tak;tak;tak;raczej tak;nie;nie;nie mam zdania;nie mam zdania;nie mam zdania;raczej tak;tak;zdecydo-wanie tak;tak;tak;tak;raczej nie;raczej tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;nie mam zdania;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;nie mam zdania;nie mam zdania;nie mam zdania;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;raczej tak;tak;tak;tak;raczej tak;raczej tak;raczej tak;tak;Uniwersytet Miko³aja Kopernika w Toruniu;nauki biologiczne;1;Nie;Diagnostyka molekularna;kobieta;24
17;10.24.22 10:16:11;10.24.22 10:25:34;anonymous;09:23;Polski;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania.;Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. ;";raczej tak;raczej tak;tak;tak;tak;tak;raczej tak;nie;raczej tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;tak;raczej tak;raczej tak;raczej tak;tak;tak;zdecydo-wanie tak;raczej tak;raczej tak;zdecydo-wanie tak;nie mam zdania;raczej nie;raczej nie;raczej tak;raczej tak;raczej tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;tak;tak;tak;nie mam zdania;raczej nie;raczej tak;raczej nie;raczej nie;raczej tak;raczej tak;zdecydo-wanie tak;raczej tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;raczej tak;zdecydo-wanie tak;raczej tak;nie mam zdania;raczej tak;zdecydo-wanie tak;tak;tak;nie mam zdania;nie mam zdania;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;raczej tak;tak;tak;tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;Uniwersytet Miko³aja Kopernika w Toruniu;nauki chemiczne;4;Tak;Chemia ;mê¿czyzna;27
18;10.24.22 10:08:51;10.24.22 10:26:26;anonymous;17:35;English (United Kingdom)?;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania.;Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. ;";raczej tak;raczej tak;tak;tak;tak;zdecydo-wanie tak;raczej tak;nie mam zdania;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;raczej tak;zdecydo-wanie tak;nie mam zdania;nie mam zdania;nie mam zdania;raczej tak;raczej tak;raczej tak;tak;tak;zdecydo-wanie tak;nie mam zdania;nie mam zdania;tak;raczej tak;tak;tak;tak;tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;tak;zdecydo-wanie tak;nie mam zdania;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;nie mam zdania;nie mam zdania;nie mam zdania;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;Uniwersytet Miko³aja Kopernika w Toruniu;nauki o zdrowiu;2;Nie;Medical biotechnology;kobieta;29
19;10.24.22 10:23:50;10.24.22 10:30:06;anonymous;06:16;Polski;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;";tak;tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;nie;raczej tak;raczej tak;raczej nie;raczej tak;tak;tak;raczej nie;raczej nie;zdecydo-wanie tak;tak;raczej tak;zdecydo-wanie tak;tak;nie mam zdania;nie mam zdania;tak;tak;tak;tak;tak;tak;tak;tak;tak;nie mam zdania;nie mam zdania;raczej nie;tak;tak;raczej tak;nie mam zdania;tak;tak;raczej nie;tak;nie mam zdania;tak;tak;raczej nie;raczej tak;nie mam zdania;raczej tak;raczej nie;raczej tak;raczej tak;tak;tak;zdecydo-wanie tak;tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;raczej tak;zdecydo-wanie tak;tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;Uniwersytet Miko³aja Kopernika w Toruniu;nauki chemiczne;3;Tak;Chemia;mê¿czyzna;26
20;10.24.22 10:20:11;10.24.22 10:33:46;anonymous;13:35;Polski;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania.;Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. ;";raczej tak;raczej tak;tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;zdecydo-wanie nie;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;nie;zdecydo-wanie nie;nie;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej nie;raczej tak;raczej tak;raczej tak;raczej tak;tak;tak;tak;zdecydo-wanie tak;raczej tak;nie mam zdania;nie;raczej tak;tak;tak;nie mam zdania;raczej tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;tak;zdecydo-wanie nie;nie;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;nie;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;nie mam zdania;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie nie;zdecydo-wanie nie;Uniwersytet Miko³aja Kopernika w Toruniu;nauki teologiczne;4;Tak;teologia, historia;kobieta;34
21;10.24.22 10:23:44;10.24.22 10:38:10;anonymous;14:26;Polski;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;";tak;tak;tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;raczej nie;nie mam zdania;raczej nie;zdecydo-wanie tak;raczej tak;zdecydo-wanie tak;tak;tak;nie mam zdania;raczej tak;raczej tak;tak;raczej tak;raczej tak;zdecydo-wanie tak;raczej tak;raczej tak;zdecydo-wanie tak;raczej tak;raczej tak;nie mam zdania;raczej tak;raczej tak;nie mam zdania;raczej tak;raczej tak;raczej tak;tak;tak;tak;raczej tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;tak;zdecydo-wanie tak;nie;nie;zdecydo-wanie tak;tak;zdecydo-wanie tak;raczej tak;tak;nie mam zdania;zdecydo-wanie tak;raczej tak;zdecydo-wanie tak;raczej tak;raczej tak;nie mam zdania;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;raczej tak;tak;raczej tak;raczej tak;tak;tak;tak;Uniwersytet Warmiñsko-Mazurski w Olsztynie;zootechnika i rybactwo;3;Tak;Biotechnologia farmaceutyczna;kobieta;27
22;10.24.22 10:50:14;10.24.22 10:58:26;anonymous;08:12;Polski;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania.;Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. ;";zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;raczej nie;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej nie;raczej tak;raczej tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;zdecydo-wanie tak;raczej nie;raczej nie;raczej nie;raczej tak;raczej tak;raczej tak;tak;raczej nie;raczej nie;zdecydo-wanie nie;zdecydo-wanie nie;zdecydo-wanie nie;zdecydo-wanie tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie nie;zdecydo-wanie nie;zdecydo-wanie nie;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;Uniwersytet Miko³aja Kopernika w Toruniu;nauki socjologiczne;4;Tak;kognitywistyka;kobieta;29
23;10.24.22 10:55:53;10.24.22 11:03:09;anonymous;07:16;Polski;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;";tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;raczej tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;raczej tak;raczej tak;nie mam zdania;raczej tak;tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;raczej tak;zdecydo-wanie tak;nie mam zdania;nie mam zdania;nie mam zdania;tak;tak;zdecydo-wanie tak;tak;raczej tak;tak;tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;Uniwersytet Warmiñsko-Mazurski w Olsztynie;in¿ynieria œrodowiska, górnictwo i energetyka;3;Tak;Biotechnologia;kobieta;27
24;10.24.22 10:32:12;10.24.22 11:09:08;anonymous;36:56;Polski;"Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie.;Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania.;Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. ;";raczej tak;raczej tak;tak;tak;tak;zdecydo-wanie tak;nie;raczej nie;nie;tak;tak;zdecydo-wanie tak;raczej tak;tak;raczej tak;raczej tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;tak;tak;raczej tak;raczej tak;raczej tak;tak;zdecydo-wanie tak;raczej tak;tak;raczej tak;raczej tak;tak;raczej tak;nie mam zdania;tak;tak;raczej tak;raczej tak;tak;tak;zdecydo-wanie tak;raczej tak;raczej tak;raczej tak;nie;nie;raczej nie;tak;tak;tak;raczej nie;nie mam zdania;raczej tak;tak;tak;zdecydo-wanie tak;raczej nie;raczej nie;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;raczej tak;raczej tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;tak;Uniwersytet Miko³aja Kopernika w Toruniu;nauki o Ziemi i œrodowisku;1;Nie;Geografia;mê¿czyzna;25
